,No,개설학과,학년,과목번호,분반,과목명,"제한
인원","수강
인원","개설
이수구분",학점/시수,수업방식,강의시간,담당교수,교원구분,수강안내,수강제한참고사항,"영어
강의",교양영역,"교육과정
이수구분","교육과정
적용년도",수업유형,성적평가방식,영문과목명,절대상대평가,교직영역,"전자
출결","국어관련
교과목","영어관련
교과목","인문학관련
교과목","소프트웨어관련
교과목",전문가,Unnamed: 31,혁신가,Unnamed: 33,세계시민,Unnamed: 35,인증제,Unnamed: 37,Unnamed: 38
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전공지식탐구역량,융복합지식활용역량,창의적문제해결역량,미래 ICT역량,윤리지향성역량,지속가능성역량,이수구분,설계학점,이론/실습/설계
2290,2290.0,농업생명과학대학 바이오시스템기계공학과,2.0,1240-1001,4.0,미래설계상담1,30.0,30.0,전공(기초),0/0/0,,,이대현,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2291,2291.0,농업생명과학대학 바이오시스템기계공학과,2.0,1247-2004,0.0,응용수학,20.0,12.0,전공(심화),3/3/0,,"월15:00~16:00(농2205), 수14:00~16:00(농2205)",이왕희,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Applied Mathematics,상대평가,,,,,,,15,15,10,5,0,15,,0,3/0/0
2292,2292.0,농업생명과학대학 바이오시스템기계공학과,2.0,1247-2007,0.0,컴퓨터응용기계제도,31.0,30.0,전공(핵심),3/2/2,,"목09:00~11:00(농2118), 목11:00~13:00(농2118)",손철민,강사,,,,,전공(핵심),2024.0,이론/실습,GRADE,Computer Aided Machine Drawing,상대평가,,,,,,Y,0,15,0,12,12,0,,0,2/2/0
2293,2293.0,농업생명과학대학 바이오시스템기계공학과,2.0,1247-2009,0.0,바이오시스템역학,33.0,31.0,전공(핵심),3/3/0,,"화13:00~14:00(농2205), 목13:00~15:00(농2205)",이대현,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Biosystems Mechanics,상대평가,기본이수,,,,,,15,10,10,15,0,10,,0,0/0/0
2294,2294.0,농업생명과학대학 바이오시스템기계공학과,2.0,1247-2013,0.0,바이오시스템 인공지능 개론,40.0,37.0,전공(심화),3/3/0,,"월12:00~14:00(농2205), 수10:00~11:00(농2205)",정선옥,전임교수,,,Y,,전공(심화),2024.0,이론,GRADE,Artificial Intelligence in Biosystem Engineering,상대평가,,,,,,,10,15,10,15,10,10,,0,
2295,2295.0,농업생명과학대학 바이오시스템기계공학과,2.0,1255-2004,0.0,스마트농업시스템컴퓨터응용,15.0,12.0,전공(심화),3/3/0,,"화16:00~18:00(농2118), 수16:00~17:00(농2118)",이대현,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Computer Application of Smart Agricultural System,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2296,2296.0,농업생명과학대학 바이오시스템기계공학과,2.0,1720-0004,0.0,노지 스마트 정밀농업,35.0,30.0,전공(심화),3/3/0,,"월11:00~12:00(농2203), 수11:00~13:00(농2205)",정선옥,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Smart Precision Agriculture Engineering for Open Fields,절대평가,,,,,,,0,0,0,0,0,0,,,
2297,2297.0,농업생명과학대학 바이오시스템기계공학과,2.0,1762-2003,0.0,스마트농업 열역학,30.0,28.0,전공(핵심),3/3/0,,"월14:00~15:00(농2203), 화14:00~16:00(농2203)",이승현,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Smart Agriculture Thermodynamics,상대평가,,,,,,,,,,,,,,,0/0/0
2298,2298.0,농업생명과학대학 바이오시스템기계공학과,3.0,1240-2001,11.0,미래설계상담3,30.0,25.0,전공(기초),0/0/0,,,이대현,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2299,2299.0,농업생명과학대학 바이오시스템기계공학과,3.0,1241-3023,0.0,농업교육론,10.0,5.0,전공(심화),2/2/0,,목16:00~18:00(농2205),이대현,전임교수,,타 학과 학생은 전 학년 수강신청 기간 신청 가능,,,전공(심화),2023.0,이론,GRADE,Pedagogic Theories in Agriculture Education,절대평가,교과교육,,,,,,0,0,0,0,0,0,,0,0/0/0
2300,2300.0,농업생명과학대학 바이오시스템기계공학과,3.0,1247-3001,0.0,기구학,20.0,0.0,전공(핵심),3/3/0,,"월09:00~11:00(농2205), 수09:00~10:00(농2203)",정선옥,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Kinematics of Mechanism,상대평가,,,,,,,12,10,10,8,8,8,,0,3/0/0
2301,2301.0,농업생명과학대학 바이오시스템기계공학과,3.0,1247-3005,0.0,생산제조공학,25.0,23.0,전공(심화),3/3/0,,화09:00~12:00(농2203),이영희,초빙교원,,,,,전공(심화),2023.0,이론,GRADE,Process in Manufacturing,상대평가,,,,,,,14,0,14,10,0,12,,0,3/0/0
2302,2302.0,농업생명과학대학 바이오시스템기계공학과,3.0,1247-3006,0.0,마이크로프로세서응용,30.0,29.0,전공(심화),3/3/0,,월14:00~17:00(농2118),조병관,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Applied Microprocessor,상대평가,,,,,,,15,10,15,5,0,15,,0,3/0/0
2303,2303.0,농업생명과학대학 바이오시스템기계공학과,3.0,1247-3009,0.0,바이오시스템기계요소설계,31.0,24.0,전공(핵심),3/3/0,,"화16:00~18:00(농2205), 목16:00~17:00(농2118)",백승민,강사,,,,,전공(핵심),2023.0,이론,GRADE,Biosystems Machinery Elements Design,상대평가,기본이수,,,,,,0,15,15,0,0,0,,0,0/0/0
2304,2304.0,농업생명과학대학 바이오시스템기계공학과,3.0,1255-3002,0.0,스마트농업 열전달,20.0,18.0,전공(핵심),3/3/0,,"화14:00~16:00(농2205), 목10:00~11:00(농2205)",이왕희,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Heat Transfer in Smart Agriculture,상대평가,,,,,,,,,,,,,,,0/0/0
2305,2305.0,농업생명과학대학 바이오시스템기계공학과,4.0,1240-3001,11.0,미래설계상담5,30.0,27.0,전공(기초),0/0/0,,,이대현,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2022.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2306,2306.0,농업생명과학대학 바이오시스템기계공학과,4.0,1247-4003,0.0,바이오시스템공정공학,15.0,12.0,전공(심화),3/3/0,혼합,"월11:00~12:00(농2205), 화10:00~12:00(농2205)",조병관,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Biosystem Process Engineering,상대평가,기본이수,,,,,,15,10,15,5,0,15,,0,3/0/0
2307,2307.0,농업생명과학대학 바이오시스템기계공학과,4.0,1247-4004,0.0,정밀농업기계공학,20.0,0.0,전공(심화),3/3/0,,"월09:00~11:00(농2203), 수13:00~14:00(농2203)",이규호,강사,,,,,전공(심화),2022.0,이론,GRADE,Precision Agricultural Engineering,상대평가,,,,,,,12,15,10,15,10,10,,0,3/0/0
2308,2308.0,농업생명과학대학 바이오시스템기계공학과,4.0,1247-4006,0.0,응용유체기계,0.0,19.0,전공(심화),3/3/0,,"수09:00~10:00(농2205), 목09:00~11:00(농2203)",김용주,전임교수,,,Y,,전공(심화),2022.0,이론,GRADE,Applied Fluid Machinery,상대평가,기본이수,,,,,,0,10,10,10,10,0,,0,3/0/0
2309,2309.0,농업생명과학대학 바이오시스템기계공학과,4.0,1247-4012,0.0,지능형 바이오시스템,20.0,15.0,전공(심화),3/3/0,,"수14:00~16:00(농2203), 목15:00~16:00(농2205)",이대현,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Intelligent Control of Biosystems,상대평가,,,,,,,15,10,10,15,0,10,,,
2310,2310.0,농업생명과학대학 농생명융합학부,1.0,1414-7006,0.0,주제탐구세미나(농생명),172.0,170.0,교양(소양필수),3/3/0,,월09:00~12:00(농1101),박종석,전임교수,농생명융합학부 전용 분반,타 학과 학생 수강 제한,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,주제탐구세미나(농생명),절대평가,,,,,,,,,,,,,,,0/0/0
2311,2311.0,농업생명과학대학 농생명융합학부,1.0,1414-7006,1.0,주제탐구세미나(농생명),164.0,162.0,교양(소양필수),3/3/0,,월09:00~12:00(농1102),허정민,전임교수,농생명융합학부 전용 분반,타 학과 학생 수강 제한,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,주제탐구세미나(농생명),절대평가,,,,,,,,,,,,,,,0/0/0
2312,2312.0,약학대학 약학과(6),1.0,1270-1003,0.0,미래설계상담1,55.0,52.0,전공(기초),0/0/0,,,김형민,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,
2313,2313.0,약학대학 약학과(6),1.0,1271-1001,0.0,약학생물학1,56.0,53.0,전공(기초),2/2/0,,월15:00~17:00(약121),박상민,전임교수,,타 학과 학생 수강 제한,Y,,전공(기초),2025.0,이론,GRADE,Biology in Pharmacy 1,상대평가,,,,,,,0,0,0,0,0,0,,,
2314,2314.0,약학대학 약학과(6),1.0,1271-1002,0.0,약학일반화학1,59.0,57.0,전공(기초),2/2/0,,수10:00~12:00(약121),이석우,전임교수,,타 학과 학생 수강 제한,Y,,전공(기초),2025.0,이론,GRADE,General Chemistry in Pharmacy 1,상대평가,,,,,,,0,0,0,0,0,0,,,
2315,2315.0,약학대학 약학과(6),1.0,1271-1003,0.0,약학개론,64.0,64.0,전공(기초),2/2/0,,금13:00~15:00(약121),정길생,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,이론,GRADE,Introduction to Pharmacy,상대평가,,,,,,,0,0,0,0,0,0,,,
2316,2316.0,약학대학 약학과(6),1.0,1271-7002,0.0,대학생활과 진로설계,55.0,52.0,교양(소양필수),1/1/0,,월14:00~15:00(약121),김형민,전임교수,신입생 기초영역으로 초과 이수 가능,타 학과 학생 수강 제한,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
2317,2317.0,약학대학 약학과(6),2.0,1270-2003,0.0,미래설계상담3,54.0,51.0,전공(기초),0/0/0,,,김형민,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
2318,2318.0,약학대학 약학과(6),2.0,1271-2001,0.0,데이터사이언스,57.0,51.0,전공(기초),2/2/0,,화13:00~15:00(약121),양보람,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,이론,GRADE,Data Science,상대평가,,,,,,,15,15,15,15,10,15,,,
2319,2319.0,약학대학 약학과(6),2.0,1271-2002,0.0,약유기화학1,56.0,51.0,전공(기초),2/2/0,,월10:00~12:00(약121),이석우,전임교수,,타 학과 학생 수강 제한,Y,,전공(기초),2024.0,이론,GRADE,Pharmaceutical Organic Chemistry 1,상대평가,,,,,,,15,15,15,15,15,15,,,
2320,2320.0,약학대학 약학과(6),2.0,1271-2003,0.0,인체생리학1,59.0,59.0,전공(기초),2/2/0,,수13:00~15:00(약121),우선희,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,이론,GRADE,Human Physiology 1,상대평가,,,,,,,15,10,10,15,15,15,,,
2321,2321.0,약학대학 약학과(6),2.0,1271-2004,0.0,기초분석약학,61.0,56.0,전공(기초),2/2/0,,목13:00~15:00(약121),김형민,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,이론,GRADE,Basic Analytical Pharmacy,상대평가,,,,,,,15,10,15,5,5,5,,,
2322,2322.0,약학대학 약학과(6),2.0,1271-2005,0.0,약학연구개론1,60.0,60.0,전공(핵심),2/2/0,,금10:00~12:00(약121),박상민,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2024.0,이론,GRADE,Introduction to Pharmaceutical Research 1,상대평가,,,,,,,15,15,15,15,15,15,,,
2323,2323.0,약학대학 약학과(6),3.0,1270-3003,0.0,미래설계상담5,46.0,44.0,전공(기초),0/0/0,,,김형민,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,
2324,2324.0,약학대학 약학과(6),3.0,1271-3001,0.0,의약품합성학1,44.0,44.0,전공(핵심),3/3/0,,"월15:00~17:00(약220), 수09:00~10:00(약220)",박요한,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Synthetic Pharmaceutical Chemistry 1,상대평가,,,,,,,15,14,14,15,15,15,,,
2325,2325.0,약학대학 약학과(6),3.0,1271-3002,0.0,병태생리학1,44.0,44.0,전공(핵심),3/3/0,,"화09:00~10:00(약220), 목10:00~12:00(약220)",우선희,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Pathophysiology 1,상대평가,,,,,,,15,15,12,15,15,15,,,
2326,2326.0,약학대학 약학과(6),3.0,1271-3003,0.0,약품미생물학및면역학1,44.0,44.0,전공(핵심),3/3/0,,"월10:00~12:00(약220), 목09:00~10:00(약220)",정한영,전임교수,,타 학과 학생 수강 제한,Y,,전공(핵심),2023.0,이론,GRADE,Pharmaceutical Microbiology&Immunology 1,상대평가,,,,,,,15,10,12,8,12,15,,,
2327,2327.0,약학대학 약학과(6),3.0,1271-3004,0.0,약학이론실습2,22.0,22.0,전공(핵심),2/0/4,,화15:00~19:00(약214),김형민,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,실습,GRADE,Lab. of Pharmacy 2,절대평가,,,,,,,15,15,15,5,5,15,,,
2328,2328.0,약학대학 약학과(6),3.0,1271-3004,1.0,약학이론실습2,22.0,22.0,전공(핵심),2/0/4,,화15:00~19:00(약414),김형민,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,실습,GRADE,Lab. of Pharmacy 2,절대평가,,,,,,,15,15,15,5,5,15,,,
2329,2329.0,약학대학 약학과(6),3.0,1271-3005,0.0,의약품분석학2,46.0,38.0,전공(핵심),2/2/0,,화10:00~12:00(약220),김형민,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Pharmaceutical Analysis 2,상대평가,,,,,,,15,10,15,5,5,5,,,
2330,2330.0,약학대학 약학과(6),3.0,1271-3006,0.0,물리약학2,45.0,37.0,전공(핵심),2/2/0,,수15:00~17:00(약220),박정숙,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Physical Pharmacy 2,상대평가,,,,,,,15,15,15,15,0,15,,,
2331,2331.0,약학대학 약학과(6),3.0,1271-3007,0.0,약품생화학2,44.0,40.0,전공(핵심),2/2/0,,목17:00~19:00(약220),이승진,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2023.0,이론,GRADE,Pharmaceutical Biochemistry 2,상대평가,,,,,,,15,15,15,5,5,15,,,
2332,2332.0,약학대학 약학과(6),3.0,1271-3008,0.0,보건학,25.0,25.0,전공(심화),2/2/0,혼합,월13:00~15:00(약220),정혜광,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Public Health,상대평가,,,,,,,15,15,15,0,0,0,,,
2333,2333.0,약학대학 약학과(6),3.0,1271-3009,0.0,약용식물학,25.0,24.0,전공(심화),2/2/0,,수13:00~15:00(약초원관리동201),정길생,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Medicinal Plants,상대평가,,,,,,,15,13,13,12,12,13,,,
2334,2334.0,약학대학 약학과(6),3.0,1271-3010,0.0,약물표적세포학,25.0,25.0,전공(심화),2/2/0,,수10:00~12:00(약220),허경선,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Drug Target Cytology,상대평가,,,,,,,15,13,15,15,10,15,,,
2335,2335.0,약학대학 약학과(6),3.0,1271-3011,0.0,약물역학개론,25.0,14.0,전공(심화),2/2/0,,목13:00~15:00(약220),양보람,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Introduction to pharmacoepidemiology,상대평가,,,,,,,15,15,15,10,15,10,,,
2336,2336.0,약학대학 약학과(6),3.0,1271-3012,0.0,생약학총론,25.0,23.0,전공(심화),2/2/0,,목15:00~17:00(약220),나민균,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,General Pharmacognosy,상대평가,,,,,,,15,15,15,13,13,13,,,
2337,2337.0,약학대학 약학과(6),3.0,1271-3013,0.0,약품분자생물학,25.0,14.0,전공(심화),2/2/0,,화13:00~15:00(약220),정한영,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Molecular Biology in Pharmacy,상대평가,,,,,,,15,15,15,5,5,15,,,
2338,2338.0,약학대학 약학과(6),4.0,1270-4001,0.0,미래설계상담7,36.0,35.0,전공(기초),0/0/0,,,김형민,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2022.0,상담,PASS/FAIL,Counseling for Future Planning 7,절대평가,,,,,,,0,0,0,0,0,0,,,
2339,2339.0,약학대학 약학과(6),4.0,1271-4001,0.0,약리학1,38.0,35.0,전공(핵심),3/3/0,,"화13:00~15:00(약221), 목09:00~10:00(약221)",명창선,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2022.0,이론,GRADE,Pharmacology 1,상대평가,,,,,,,15,15,15,15,15,15,,,
2340,2340.0,약학대학 약학과(6),4.0,1271-4002,0.0,예방약학 1,38.0,35.0,전공(핵심),3/3/0,,"수13:00~15:00(약221), 금09:00~10:00(약221)",김상겸,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2022.0,이론,GRADE,Preventive Pharmacy 1,상대평가,,,,,,,15,15,10,0,0,10,,,
2341,2341.0,약학대학 약학과(6),4.0,1271-4003,0.0,약학이론실습4,18.0,17.0,전공(핵심),2/0/4,,목15:00~19:00(약414),박요한,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2022.0,실습,GRADE,Lab. of Pharmacy 4,절대평가,,,,,,,15,15,15,15,15,15,,,
2342,2342.0,약학대학 약학과(6),4.0,1271-4003,1.0,약학이론실습4,18.0,18.0,전공(핵심),2/0/4,,목15:00~19:00(약415),박요한,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2022.0,실습,GRADE,Lab. of Pharmacy 4,절대평가,,,,,,,15,15,15,15,15,15,,,
2343,2343.0,약학대학 약학과(6),4.0,1271-4004,0.0,약제학2,38.0,35.0,전공(핵심),2/2/0,,월10:00~12:00(약118),나영국,전임교수,,타 학과 학생 수강 제한,,,전공(핵심),2022.0,이론,GRADE,Pharmaceutics 2,상대평가,,,,,,,15,5,5,5,5,5,,,
2344,2344.0,약학대학 약학과(6),4.0,1271-4005,0.0,신경정신약리학,21.0,21.0,전공(심화),2/2/0,,화15:00~17:00(약221),허경선,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Neuropsychopharmacology-Drug abuse,상대평가,,,,,,,15,15,15,15,15,15,,,
2345,2345.0,약학대학 약학과(6),4.0,1271-4006,0.0,분광분석법,21.0,14.0,전공(심화),2/2/0,,금13:00~15:00(약221),김형민,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Spectroscopic Analysis,상대평가,,,,,,,15,10,15,5,5,5,,,
2346,2346.0,약학대학 약학과(6),4.0,1271-4007,0.0,의약품소프트웨어특허분석법,21.0,10.0,전공(심화),2/2/0,,금15:00~17:00(약118),나영국,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Drug Formulation Patent Analysis,상대평가,,,,,,,5,15,15,15,15,10,,,
2347,2347.0,약학대학 약학과(6),4.0,1271-4008,0.0,제약바이오벤처창업론,21.0,17.0,전공(심화),2/2/0,,화17:00~19:00(약221),신영근,전임교수,,타 학과 학생 및 해당학년 외 수강제한,Y,,전공(심화),2022.0,이론,GRADE,Biopharma Startups and Entrepreneurship,상대평가,,,,,,,15,15,15,15,15,15,,,
2348,2348.0,약학대학 약학과(6),4.0,1271-4009,0.0,면역약품학,21.0,21.0,전공(심화),2/2/0,,목13:00~15:00(약416),황인규,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Immunopharmacology,상대평가,,,,,,,15,10,14,6,13,15,,,
2349,2349.0,약학대학 약학과(6),4.0,1271-4010,0.0,줄기세포와재생치료론,21.0,11.0,전공(심화),2/2/0,,수15:00~17:00(약221),우선희,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Stem Cell and Regenerative Therapeutics,상대평가,,,,,,,15,15,15,15,15,15,,,
2350,2350.0,약학대학 약학과(6),4.0,1271-4011,0.0,천연물약품학,21.0,21.0,전공(심화),2/2/0,,화11:00~13:00(약221),정길생,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Natural Product Medicine,상대평가,,,,,,,15,15,15,13,13,13,,,
2351,2351.0,약학대학 약학과(6),4.0,1271-4012,0.0,심화생약학,21.0,21.0,전공(심화),2/2/0,,월13:00~15:00(약118),정길생,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Advanced Pharmacognosy,상대평가,,,,,,,15,15,15,13,13,13,,,
2352,2352.0,약학대학 약학과(6),4.0,1271-4013,0.0,의약화학2,21.0,20.0,전공(심화),2/2/0,,금10:00~12:00(약221),박요한,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Medicinal Chemistry 2,상대평가,,,,,,,15,15,15,15,15,15,,,
2353,2353.0,약학대학 약학과(6),4.0,1271-4014,0.0,의약유전체학,20.0,14.0,전공(심화),2/2/0,,목10:00~12:00(약216),이승진,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Pharmacogenomics,상대평가,,,,,,,15,15,15,10,5,15,,,
2354,2354.0,약학대학 약학과(6),4.0,1271-4015,0.0,전공심화실습2,21.0,0.0,전공(심화),2/0/4,,월15:00~19:00(약216),허경선,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,실습,GRADE,Intensive Major Lab Practice 2,절대평가,,,,,,,15,15,15,15,10,10,,,
